text,classification_label,weight,label,,
Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH,0,0.7,,,
Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans,0,0.733333333333333,,,
Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans are,0,0.766666666666667,,,
Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans are furious?,0,0.8,,,
Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans are furious? Could,0,0.833333333333333,,,
Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans are furious? Could you,0,0.866666666666667,,,
Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans are furious? Could you give,0,0.9,,,
Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans are furious? Could you give some,0,0.933333333333333,,,
Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans are furious? Could you give some specifics?,0,0.966666666666667,,,
Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans are furious? Could you give some specifics? URL,0,1,,,
Tbh,1,0.0476190476190476,,,
Tbh these,1,0.0952380952380952,,,
Tbh these days,1,0.142857142857143,,,
Tbh these days i,1,0.19047619047619,,,
Tbh these days i just,1,0.238095238095238,,,
Tbh these days i just don't,1,0.285714285714286,,,
Tbh these days i just don't like,1,0.333333333333333,,,
Tbh these days i just don't like people,1,0.380952380952381,,,
Tbh these days i just don't like people in,1,0.428571428571429,,,
Tbh these days i just don't like people in general,1,0.476190476190476,,,
Tbh these days i just don't like people in general i,1,0.523809523809524,,,
Tbh these days i just don't like people in general i just,1,0.571428571428571,,,
Tbh these days i just don't like people in general i just don't,1,0.619047619047619,,,
Tbh these days i just don't like people in general i just don't connect,1,0.666666666666667,,,
Tbh these days i just don't like people in general i just don't connect with,1,0.714285714285714,,,
Tbh these days i just don't like people in general i just don't connect with people,1,0.761904761904762,,,
Tbh these days i just don't like people in general i just don't connect with people these,1,0.80952380952381,,,
Tbh these days i just don't like people in general i just don't connect with people these days,1,0.857142857142857,,,
Tbh these days i just don't like people in general i just don't connect with people these days just,1,0.904761904761905,,,
Tbh these days i just don't like people in general i just don't connect with people these days just a,1,0.952380952380952,,,
Tbh these days i just don't like people in general i just don't connect with people these days just a annoyance..,1,1,,,
South,0,0.0666666666666667,,,
South Korean,0,0.133333333333333,,,
South Korean Official:,0,0.2,,,
South Korean Official: “Leaders,0,0.266666666666667,,,
South Korean Official: “Leaders will,0,0.333333333333333,,,
South Korean Official: “Leaders will discuss,0,0.4,,,
South Korean Official: “Leaders will discuss specific,0,0.466666666666667,,,
South Korean Official: “Leaders will discuss specific denuke,0,0.533333333333333,,,
South Korean Official: “Leaders will discuss specific denuke measures,0,0.6,,,
South Korean Official: “Leaders will discuss specific denuke measures in,0,0.666666666666667,,,
"South Korean Official: “Leaders will discuss specific denuke measures in Pyongyang”""",0,0.733333333333333,,,
"South Korean Official: “Leaders will discuss specific denuke measures in Pyongyang”"" URL",0,0.8,,,
"South Korean Official: “Leaders will discuss specific denuke measures in Pyongyang”"" URL #TCOT",0,0.866666666666667,,,
"South Korean Official: “Leaders will discuss specific denuke measures in Pyongyang”"" URL #TCOT #MAGA",0,0.933333333333333,,,
"South Korean Official: “Leaders will discuss specific denuke measures in Pyongyang”"" URL #TCOT #MAGA #RedNationRising""",0,1,,,
You,0,0.125,,,
You can,0,0.25,,,
You can tell,0,0.375,,,
You can tell he,0,0.5,,,
You can tell he is,0,0.625,,,
You can tell he is a,0,0.75,,,
You can tell he is a hooper,0,0.875,,,
You can tell he is a hooper too,0,1,,,
I,0,0.111111111111111,,,
I feel,0,0.222222222222222,,,
I feel like,0,0.333333333333333,,,
I feel like he,0,0.444444444444444,,,
I feel like he is,0,0.555555555555556,,,
I feel like he is better,0,0.666666666666667,,,
I feel like he is better chasing,0,0.777777777777778,,,
I feel like he is better chasing the,0,0.888888888888889,,,
I feel like he is better chasing the title,0,1,,,
She?,0,0.0222222222222222,,,
She? To,0,0.0444444444444444,,,
She? To whom,0,0.0666666666666667,,,
She? To whom are,0,0.0888888888888889,,,
She? To whom are you,0,0.111111111111111,,,
She? To whom are you referring,0,0.133333333333333,,,
She? To whom are you referring to?,0,0.155555555555556,,,
She? To whom are you referring to? Hillary?,0,0.177777777777778,,,
She? To whom are you referring to? Hillary? You,0,0.2,,,
She? To whom are you referring to? Hillary? You know,0,0.222222222222222,,,
She? To whom are you referring to? Hillary? You know what,0,0.244444444444444,,,
She? To whom are you referring to? Hillary? You know what is,0,0.266666666666667,,,
She? To whom are you referring to? Hillary? You know what is tiresome?,0,0.288888888888889,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie,0,0.311111111111111,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters,0,0.333333333333333,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing,0,0.355555555555556,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary,0,0.377777777777778,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton.,0,0.4,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She,0,0.422222222222222,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is,0,0.444444444444444,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an,0,0.466666666666667,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual,0,0.488888888888889,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat,0,0.511111111111111,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who,0,0.533333333333333,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises,0,0.555555555555556,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money,0,0.577777777777778,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for,0,0.6,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the,0,0.622222222222222,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic,0,0.644444444444445,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party,0,0.666666666666667,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and,0,0.688888888888889,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t,0,0.711111111111111,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash,0,0.733333333333333,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them.,0,0.755555555555556,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She,0,0.777777777777778,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has,0,0.8,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has a,0,0.822222222222222,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has a positive,0,0.844444444444444,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has a positive message.,0,0.866666666666667,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has a positive message. So,0,0.888888888888889,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has a positive message. So who,0,0.911111111111111,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has a positive message. So who is,0,0.933333333333333,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has a positive message. So who is dividing,0,0.955555555555556,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has a positive message. So who is dividing the,0,0.977777777777778,,,
She? To whom are you referring to? Hillary? You know what is tiresome? Bernie supporters bashing Hillary Clinton. She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them. She has a positive message. So who is dividing the left?,0,1,,,
Glad,0,0.0588235294117647,,,
Glad to,0,0.117647058823529,,,
Glad to see,0,0.176470588235294,,,
Glad to see your,0,0.235294117647059,,,
Glad to see your friends,0,0.294117647058824,,,
Glad to see your friends are,0,0.352941176470588,,,
Glad to see your friends are supporting,0,0.411764705882353,,,
Glad to see your friends are supporting Metis,0,0.470588235294118,,,
Glad to see your friends are supporting Metis rights,0,0.529411764705882,,,
Glad to see your friends are supporting Metis rights as,0,0.588235294117647,,,
Glad to see your friends are supporting Metis rights as much,0,0.647058823529412,,,
Glad to see your friends are supporting Metis rights as much as,0,0.705882352941177,,,
Glad to see your friends are supporting Metis rights as much as you,0,0.764705882352941,,,
Glad to see your friends are supporting Metis rights as much as you are,0,0.823529411764706,,,
Glad to see your friends are supporting Metis rights as much as you are supporting,0,0.882352941176471,,,
Glad to see your friends are supporting Metis rights as much as you are supporting Zionists.,0,0.941176470588235,,,
Glad to see your friends are supporting Metis rights as much as you are supporting Zionists. URL,0,1,,,
Yes,0,0.0714285714285714,,,
Yes you,0,0.142857142857143,,,
Yes you are,0,0.214285714285714,,,
Yes you are but,0,0.285714285714286,,,
Yes you are but I,0,0.357142857142857,,,
Yes you are but I was,0,0.428571428571429,,,
Yes you are but I was asking,0,0.5,,,
Yes you are but I was asking what,0,0.571428571428571,,,
Yes you are but I was asking what is,0,0.642857142857143,,,
Yes you are but I was asking what is it,0,0.714285714285714,,,
Yes you are but I was asking what is it about,0,0.785714285714286,,,
Yes you are but I was asking what is it about the,0,0.857142857142857,,,
Yes you are but I was asking what is it about the movie,0,0.928571428571429,,,
Yes you are but I was asking what is it about the movie ?🤷‍♂️👀,0,1,,,
The,1,0.037037037037037,,,
The only,1,0.0740740740740741,,,
The only thing,1,0.111111111111111,,,
The only thing the,1,0.148148148148148,,,
The only thing the Democrats,1,0.185185185185185,,,
The only thing the Democrats have,1,0.222222222222222,,,
The only thing the Democrats have is,1,0.259259259259259,,,
The only thing the Democrats have is lying,1,0.296296296296296,,,
The only thing the Democrats have is lying and,1,0.333333333333333,,,
The only thing the Democrats have is lying and stalling,1,0.37037037037037,,,
The only thing the Democrats have is lying and stalling to,1,0.407407407407407,,,
The only thing the Democrats have is lying and stalling to stop,1,0.444444444444444,,,
The only thing the Democrats have is lying and stalling to stop Trump,1,0.481481481481481,,,
The only thing the Democrats have is lying and stalling to stop Trump from,1,0.518518518518519,,,
The only thing the Democrats have is lying and stalling to stop Trump from being,1,0.555555555555556,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President.,1,0.592592592592593,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What,1,0.62962962962963,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have,1,0.666666666666667,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they,1,0.703703703703704,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they done,1,0.740740740740741,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they done for,1,0.777777777777778,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they done for you,1,0.814814814814815,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they done for you lately.,1,0.851851851851852,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they done for you lately. #Trump,1,0.888888888888889,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they done for you lately. #Trump #Kavanaugh,1,0.925925925925926,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they done for you lately. #Trump #Kavanaugh #MAGA,1,0.962962962962963,,,
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they done for you lately. #Trump #Kavanaugh #MAGA #DEMSUCK,1,1,,,
No,0,0.0909090909090909,,,
No wonder,0,0.181818181818182,,,
No wonder he,0,0.272727272727273,,,
No wonder he is,0,0.363636363636364,,,
No wonder he is being,0,0.454545454545455,,,
No wonder he is being apologetic,0,0.545454545454545,,,
No wonder he is being apologetic and,0,0.636363636363636,,,
No wonder he is being apologetic and more,0,0.727272727272727,,,
No wonder he is being apologetic and more social,0,0.818181818181818,,,
No wonder he is being apologetic and more social these,0,0.909090909090909,,,
No wonder he is being apologetic and more social these day....,0,1,,,
Any,0,0.0555555555555556,,,
Any updates,0,0.111111111111111,,,
Any updates re,0,0.166666666666667,,,
Any updates re ending,0,0.222222222222222,,,
Any updates re ending your,0,0.277777777777778,,,
Any updates re ending your blatant,0,0.333333333333333,,,
Any updates re ending your blatant #racism,0,0.388888888888889,,,
Any updates re ending your blatant #racism as,0,0.444444444444444,,,
Any updates re ending your blatant #racism as #Windrush,0,0.5,,,
Any updates re ending your blatant #racism as #Windrush &amp,0,0.555555555555556,,,
Any updates re ending your blatant #racism as #Windrush &amp #Grenfell,0,0.611111111111111,,,
Any updates re ending your blatant #racism as #Windrush &amp #Grenfell proves,0,0.666666666666667,,,
Any updates re ending your blatant #racism as #Windrush &amp #Grenfell proves you,0,0.722222222222222,,,
Any updates re ending your blatant #racism as #Windrush &amp #Grenfell proves you are,0,0.777777777777778,,,
Any updates re ending your blatant #racism as #Windrush &amp #Grenfell proves you are #alloutpolitics,0,0.833333333333333,,,
Any updates re ending your blatant #racism as #Windrush &amp #Grenfell proves you are #alloutpolitics #politicslive,0,0.888888888888889,,,
Any updates re ending your blatant #racism as #Windrush &amp #Grenfell proves you are #alloutpolitics #politicslive #PMQs,0,0.944444444444444,,,
Any updates re ending your blatant #racism as #Windrush &amp #Grenfell proves you are #alloutpolitics #politicslive #PMQs URL,0,1,,,
Do,0,0.0357142857142857,,,
Do you,0,0.0714285714285714,,,
Do you know,0,0.107142857142857,,,
Do you know what’s,0,0.142857142857143,,,
Do you know what’s going,0,0.178571428571429,,,
Do you know what’s going to,0,0.214285714285714,,,
Do you know what’s going to happen,0,0.25,,,
Do you know what’s going to happen now?,0,0.285714285714286,,,
Do you know what’s going to happen now? I’m,0,0.321428571428571,,,
Do you know what’s going to happen now? I’m going,0,0.357142857142857,,,
Do you know what’s going to happen now? I’m going to,0,0.392857142857143,,,
Do you know what’s going to happen now? I’m going to have,0,0.428571428571429,,,
Do you know what’s going to happen now? I’m going to have to,0,0.464285714285714,,,
Do you know what’s going to happen now? I’m going to have to lay,0,0.5,,,
Do you know what’s going to happen now? I’m going to have to lay in,0,0.535714285714286,,,
Do you know what’s going to happen now? I’m going to have to lay in bed,0,0.571428571428571,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and,0,0.607142857142857,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry,0,0.642857142857143,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry while,0,0.678571428571429,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry while I,0,0.714285714285714,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry while I listen,0,0.75,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry while I listen to,0,0.785714285714286,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry while I listen to Kelly,0,0.821428571428571,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry while I listen to Kelly Clarkson.,0,0.857142857142857,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry while I listen to Kelly Clarkson. Thanks,0,0.892857142857143,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry while I listen to Kelly Clarkson. Thanks free,0,0.928571428571429,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry while I listen to Kelly Clarkson. Thanks free speech,0,0.964285714285714,,,
Do you know what’s going to happen now? I’m going to have to lay in bed and cry while I listen to Kelly Clarkson. Thanks free speech antifa.,0,1,,,
You,1,0.0555555555555556,,,
You are,1,0.111111111111111,,,
You are not,1,0.166666666666667,,,
You are not very,1,0.222222222222222,,,
You are not very smart,1,0.277777777777778,,,
You are not very smart are,1,0.333333333333333,,,
You are not very smart are you?,1,0.388888888888889,,,
You are not very smart are you? Why,1,0.444444444444444,,,
You are not very smart are you? Why do,1,0.5,,,
You are not very smart are you? Why do you,1,0.555555555555556,,,
You are not very smart are you? Why do you think,1,0.611111111111111,,,
You are not very smart are you? Why do you think Gen,1,0.666666666666667,,,
You are not very smart are you? Why do you think Gen Flynn’s,1,0.722222222222222,,,
You are not very smart are you? Why do you think Gen Flynn’s sentencing,1,0.777777777777778,,,
You are not very smart are you? Why do you think Gen Flynn’s sentencing keeps,1,0.833333333333333,,,
You are not very smart are you? Why do you think Gen Flynn’s sentencing keeps being,1,0.888888888888889,,,
You are not very smart are you? Why do you think Gen Flynn’s sentencing keeps being rescheduled?,1,0.944444444444444,,,
You are not very smart are you? Why do you think Gen Flynn’s sentencing keeps being rescheduled? URL,1,1,,,
That's,1,0.1,,,
That's expected,1,0.2,,,
That's expected if,1,0.3,,,
That's expected if you,1,0.4,,,
That's expected if you placate,1,0.5,,,
That's expected if you placate the,1,0.6,,,
That's expected if you placate the violent,1,0.7,,,
That's expected if you placate the violent leftists/terrorists.,1,0.8,,,
That's expected if you placate the violent leftists/terrorists. #KavanaughConfirmation,1,0.9,,,
That's expected if you placate the violent leftists/terrorists. #KavanaughConfirmation #woke,1,1,,,
Blow,0,0.5,,,
Blow hard,0,1,,,
That,0,0.0625,,,
That means,0,0.125,,,
That means you,0,0.1875,,,
That means you are,0,0.25,,,
That means you are a,0,0.3125,,,
That means you are a max,0,0.375,,,
That means you are a max lvl.,0,0.4375,,,
That means you are a max lvl. Twitter,0,0.5,,,
That means you are a max lvl. Twitter user,0,0.5625,,,
That means you are a max lvl. Twitter user and,0,0.625,,,
That means you are a max lvl. Twitter user and maybe,0,0.6875,,,
That means you are a max lvl. Twitter user and maybe should,0,0.75,,,
That means you are a max lvl. Twitter user and maybe should try,0,0.8125,,,
That means you are a max lvl. Twitter user and maybe should try a,0,0.875,,,
That means you are a max lvl. Twitter user and maybe should try a new,0,0.9375,,,
That means you are a max lvl. Twitter user and maybe should try a new game,0,1,,,
Please,0,0.0333333333333333,,,
Please explain,0,0.0666666666666667,,,
Please explain what,0,0.1,,,
Please explain what controlled,0,0.133333333333333,,,
"Please explain what controlled opposition""",0,0.166666666666667,,,
"Please explain what controlled opposition"" means.",0,0.2,,,
"Please explain what controlled opposition"" means. As",0,0.233333333333333,,,
"Please explain what controlled opposition"" means. As for",0,0.266666666666667,,,
"Please explain what controlled opposition"" means. As for Bernier",0,0.3,,,
"Please explain what controlled opposition"" means. As for Bernier escaping,",0,0.333333333333333,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he",0,0.366666666666667,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split",0,0.4,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with",0,0.433333333333333,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the",0,0.466666666666667,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest",0,0.5,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of",0,0.533333333333333,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the",0,0.566666666666667,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives",0,0.6,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because",0,0.633333333333333,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's",0,0.666666666666667,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's even",0,0.7,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's even more",0,0.733333333333333,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's even more racist",0,0.766666666666667,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's even more racist and",0,0.8,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's even more racist and exclusionary",0,0.833333333333333,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's even more racist and exclusionary than",0,0.866666666666667,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's even more racist and exclusionary than they",0,0.9,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's even more racist and exclusionary than they want",0,0.933333333333333,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's even more racist and exclusionary than they want to",0,0.966666666666667,,,
"Please explain what controlled opposition"" means. As for Bernier escaping, he split with the rest of the Conservatives because he's even more racist and exclusionary than they want to be.""",0,1,,,
Socialists,0,0.0384615384615385,,,
Socialists politics,0,0.0769230769230769,,,
Socialists politics that,0,0.115384615384615,,,
Socialists politics that stand,0,0.153846153846154,,,
Socialists politics that stand up,0,0.192307692307692,,,
Socialists politics that stand up for,0,0.230769230769231,,,
Socialists politics that stand up for the,0,0.269230769230769,,,
Socialists politics that stand up for the downtrodden.,0,0.307692307692308,,,
Socialists politics that stand up for the downtrodden. And,0,0.346153846153846,,,
Socialists politics that stand up for the downtrodden. And well,0,0.384615384615385,,,
Socialists politics that stand up for the downtrodden. And well done,0,0.423076923076923,,,
Socialists politics that stand up for the downtrodden. And well done for,0,0.461538461538462,,,
Socialists politics that stand up for the downtrodden. And well done for conflating,0,0.5,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism,0,0.538461538461538,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of,0,0.576923076923077,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel,0,0.615384615384615,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with,0,0.653846153846154,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti,0,0.692307692307692,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti semitism.,0,0.730769230769231,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti semitism. You,0,0.769230769230769,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti semitism. You are,0,0.807692307692308,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti semitism. You are also,0,0.846153846153846,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti semitism. You are also part,0,0.884615384615385,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti semitism. You are also part of,0,0.923076923076923,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti semitism. You are also part of the,0,0.961538461538462,,,
Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti semitism. You are also part of the problem.,0,1,,,
3,0,0.0188679245283019,,,
3. Nina,0,0.0377358490566038,,,
3. Nina One,0,0.0566037735849057,,,
3. Nina One of,0,0.0754716981132075,,,
3. Nina One of the,0,0.0943396226415094,,,
3. Nina One of the reasons,0,0.113207547169811,,,
3. Nina One of the reasons I,0,0.132075471698113,,,
3. Nina One of the reasons I didn't,0,0.150943396226415,,,
3. Nina One of the reasons I didn't read,0,0.169811320754717,,,
3. Nina One of the reasons I didn't read this,0,0.188679245283019,,,
3. Nina One of the reasons I didn't read this book,0,0.207547169811321,,,
3. Nina One of the reasons I didn't read this book for,0,0.226415094339623,,,
3. Nina One of the reasons I didn't read this book for so,0,0.245283018867925,,,
3. Nina One of the reasons I didn't read this book for so long,0,0.264150943396226,,,
3. Nina One of the reasons I didn't read this book for so long was,0,0.283018867924528,,,
3. Nina One of the reasons I didn't read this book for so long was because,0,0.30188679245283,,,
3. Nina One of the reasons I didn't read this book for so long was because I,0,0.320754716981132,,,
3. Nina One of the reasons I didn't read this book for so long was because I was,0,0.339622641509434,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO,0,0.358490566037736,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED,0,0.377358490566038,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about,0,0.39622641509434,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her,0,0.415094339622642,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character.,0,0.433962264150943,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I,0,0.452830188679245,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've,0,0.471698113207547,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted,0,0.490566037735849,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone.,0,0.509433962264151,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina,0,0.528301886792453,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is,0,0.547169811320755,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a,0,0.566037735849057,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn,0,0.584905660377359,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess,0,0.60377358490566,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I,0,0.622641509433962,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would,0,0.641509433962264,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die,0,0.660377358490566,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for,0,0.679245283018868,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a,0,0.69811320754717,,,
