phrase_id,partial_phrase,label
57,TELL ME MORE @ohthatliamm I'm not sexist but I don't think I,0.6
57,TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually,0.7
57,TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find,0.7
57,TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find any,0.8
57,TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find any female,0.8
57,TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find any female comedian,0.9
57,TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find any female comedian funny,1.0
58,But,0.0
58,But you,0.0
58,But you are,0.0
58,But you are too,0.0
58,But you are too strong,0.0
58,But you are too strong to,0.0
58,But you are too strong to be,0.9
58,But you are too strong to be raped.,1.0
59,How,0.0
59,How dark,0.1
59,How dark is,0.2
59,How dark is my,0.2
59,How dark is my humor,0.3
59,How dark is my humor Dark,0.4
59,How dark is my humor Dark enough,0.4
59,How dark is my humor Dark enough to,0.5
59,How dark is my humor Dark enough to get,0.6
59,How dark is my humor Dark enough to get six,0.6
59,How dark is my humor Dark enough to get six warning,0.7
59,How dark is my humor Dark enough to get six warning shots,0.8
59,How dark is my humor Dark enough to get six warning shots in,0.8
59,How dark is my humor Dark enough to get six warning shots in the,0.9
59,How dark is my humor Dark enough to get six warning shots in the back,1.0
60,Finally,0.0
60,Finally something,0.0
60,Finally something positive,0.0
60,Finally something positive I,0.0
60,Finally something positive I found,0.0
60,Finally something positive I found of,0.0
60,Finally something positive I found of the,0.0
60,Finally something positive I found of the Ethiopians,0.9
60,Finally something positive I found of the Ethiopians HIV,1.0
61,How,0.0
61,How do,0.0
61,How do you,0.0
61,How do you stop,0.0
61,How do you stop a,0.0
61,How do you stop a Jewish,0.5
61,How do you stop a Jewish man,0.6
61,How do you stop a Jewish man from,0.6
61,How do you stop a Jewish man from smoking?,0.7
61,How do you stop a Jewish man from smoking? You,0.8
61,How do you stop a Jewish man from smoking? You let,0.8
61,How do you stop a Jewish man from smoking? You let him,0.9
61,How do you stop a Jewish man from smoking? You let him out.,1.0
62,Why,0.0
62,Why do,0.0
62,Why do Puerto,0.2
62,Why do Puerto Ricans,0.2
62,Why do Puerto Ricans hang,0.3
62,Why do Puerto Ricans hang the,0.3
62,Why do Puerto Ricans hang the Puerto,0.4
62,Why do Puerto Ricans hang the Puerto Rican,0.4
62,Why do Puerto Ricans hang the Puerto Rican flag,0.5
62,Why do Puerto Ricans hang the Puerto Rican flag in,0.5
62,Why do Puerto Ricans hang the Puerto Rican flag in their,0.6
62,Why do Puerto Ricans hang the Puerto Rican flag in their car?,0.6
62,Why do Puerto Ricans hang the Puerto Rican flag in their car? So,0.7
62,Why do Puerto Ricans hang the Puerto Rican flag in their car? So they,0.7
62,Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont,0.8
62,Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont steal,0.8
62,Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont steal from,0.9
62,Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont steal from each,0.9
62,Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont steal from each other.,1.0
63,what,0.0
63,what do,0.0
63,what do you,0.0
63,what do you call,0.0
63,what do you call a,0.0
63,what do you call a black,0.5
63,what do you call a black woman,0.5
63,what do you call a black woman who,0.6
63,what do you call a black woman who 's,0.6
63,what do you call a black woman who 's had,0.7
63,what do you call a black woman who 's had <number>,0.7
63,what do you call a black woman who 's had <number> abortions,0.8
63,what do you call a black woman who 's had <number> abortions ?,0.8
63,what do you call a black woman who 's had <number> abortions ? a,0.9
63,what do you call a black woman who 's had <number> abortions ? a crime,0.9
63,what do you call a black woman who 's had <number> abortions ? a crime fighter,1.0
64,what,0.0
64,what 's,0.0
64,what 's the,0.0
64,what 's the worst,0.0
64,what 's the worst thing,0.0
64,what 's the worst thing about,0.0
64,what 's the worst thing about being,0.0
64,what 's the worst thing about being told,0.0
64,what 's the worst thing about being told you,0.0
64,what 's the worst thing about being told you have,0.0
64,what 's the worst thing about being told you have alzheimer,0.0
64,what 's the worst thing about being told you have alzheimer 's,0.3
64,what 's the worst thing about being told you have alzheimer 's ?,0.4
64,what 's the worst thing about being told you have alzheimer 's ? it,0.5
64,what 's the worst thing about being told you have alzheimer 's ? it dosen't,0.7
64,what 's the worst thing about being told you have alzheimer 's ? it dosen't happen,0.8
64,what 's the worst thing about being told you have alzheimer 's ? it dosen't happen at,0.9
64,what 's the worst thing about being told you have alzheimer 's ? it dosen't happen at once,1.0
65,What’s,0.0
65,What’s the,0.0
65,What’s the same,0.0
65,What’s the same about,0.0
65,What’s the same about a,0.0
65,What’s the same about a black,0.4
65,What’s the same about a black person,0.4
65,What’s the same about a black person and,0.5
65,What’s the same about a black person and a,0.5
65,What’s the same about a black person and a school?,0.6
65,What’s the same about a black person and a school? They,0.6
65,What’s the same about a black person and a school? They both,0.7
65,What’s the same about a black person and a school? They both get,0.7
65,What’s the same about a black person and a school? They both get shot,0.8
65,What’s the same about a black person and a school? They both get shot up,0.8
65,What’s the same about a black person and a school? They both get shot up by,0.9
65,What’s the same about a black person and a school? They both get shot up by white,0.9
65,What’s the same about a black person and a school? They both get shot up by white people.,1.0
66,I've,0.0
66,I've just,0.0
66,I've just realized,0.0
66,I've just realized that,0.0
66,I've just realized that Indians,0.5
66,I've just realized that Indians are,0.5
66,I've just realized that Indians are an,0.5
66,I've just realized that Indians are an hybrid,0.5
66,I've just realized that Indians are an hybrid of,0.6
66,I've just realized that Indians are an hybrid of white,0.6
66,I've just realized that Indians are an hybrid of white people,0.6
66,I've just realized that Indians are an hybrid of white people and,0.6
66,I've just realized that Indians are an hybrid of white people and black,0.6
66,I've just realized that Indians are an hybrid of white people and black people,0.6
66,I've just realized that Indians are an hybrid of white people and black people They,0.6
66,I've just realized that Indians are an hybrid of white people and black people They are,0.6
66,I've just realized that Indians are an hybrid of white people and black people They are smart,0.7
66,I've just realized that Indians are an hybrid of white people and black people They are smart like,0.7
66,I've just realized that Indians are an hybrid of white people and black people They are smart like a,0.7
66,I've just realized that Indians are an hybrid of white people and black people They are smart like a white,0.7
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man,",0.7
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work",0.7
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like",0.7
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a",0.8
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black",0.8
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man",0.8
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and",0.8
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they",0.8
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have",0.8
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown",0.8
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown skin",0.8
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown skin like",0.9
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown skin like a",0.9
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown skin like a mix",0.9
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown skin like a mix of",0.9
66,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown skin like a mix of races",1.0
67,Brace,0.0
67,"Brace yourself,",0.0
67,"Brace yourself, Christmas",0.0
67,"Brace yourself, Christmas is",0.0
67,"Brace yourself, Christmas is coming",0.0
67,"Brace yourself, Christmas is coming soon",0.0
67,"Brace yourself, Christmas is coming soon Get",0.0
67,"Brace yourself, Christmas is coming soon Get your",0.0
67,"Brace yourself, Christmas is coming soon Get your GF",0.3
67,"Brace yourself, Christmas is coming soon Get your GF now",0.4
67,"Brace yourself, Christmas is coming soon Get your GF now or",0.5
67,"Brace yourself, Christmas is coming soon Get your GF now or they",0.6
67,"Brace yourself, Christmas is coming soon Get your GF now or they will",0.6
67,"Brace yourself, Christmas is coming soon Get your GF now or they will run",0.7
67,"Brace yourself, Christmas is coming soon Get your GF now or they will run out",0.8
67,"Brace yourself, Christmas is coming soon Get your GF now or they will run out of",0.9
67,"Brace yourself, Christmas is coming soon Get your GF now or they will run out of supply",1.0
68,But,0.0
68,But there's,0.0
68,But there's a,0.0
68,But there's a difference,0.0
68,But there's a difference between,0.0
68,But there's a difference between black,0.3
68,"But there's a difference between black people""",0.5
68,"But there's a difference between black people"" and",0.7
68,"But there's a difference between black people"" and ""niggers"".",0.9
68,"But there's a difference between black people"" and ""niggers"". You",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been to",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been to the",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been to the South",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been to the South and",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been to the South and have",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been to the South and have seen",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been to the South and have seen the",0.9
68,"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been to the South and have seen the difference.""",1.0
69,Shower,0.0
69,Shower Thought:,0.0
69,Shower Thought: If,0.0
69,Shower Thought: If feminism,0.0
69,Shower Thought: If feminism is,0.0
69,"Shower Thought: If feminism is cancer,",0.8
69,"Shower Thought: If feminism is cancer, is",0.8
69,"Shower Thought: If feminism is cancer, is that",0.8
69,"Shower Thought: If feminism is cancer, is that why",0.8
69,"Shower Thought: If feminism is cancer, is that why ladies",0.8
69,"Shower Thought: If feminism is cancer, is that why ladies afflicted",0.8
69,"Shower Thought: If feminism is cancer, is that why ladies afflicted with",0.9
69,"Shower Thought: If feminism is cancer, is that why ladies afflicted with it",0.9
69,"Shower Thought: If feminism is cancer, is that why ladies afflicted with it often",0.9
69,"Shower Thought: If feminism is cancer, is that why ladies afflicted with it often lose",0.9
69,"Shower Thought: If feminism is cancer, is that why ladies afflicted with it often lose their",0.9
69,"Shower Thought: If feminism is cancer, is that why ladies afflicted with it often lose their hair?",1.0
70,how,0.0
70,how many,0.0
70,how many times,0.0
70,how many times can,0.0
70,how many times can you,0.0
70,how many times can you screw,0.0
70,how many times can you screw a,0.0
70,how many times can you screw a blonde,0.6
70,how many times can you screw a blonde ?,0.6
70,how many times can you screw a blonde ? i,0.7
70,how many times can you screw a blonde ? i do,0.7
70,how many times can you screw a blonde ? i do n't,0.7
70,how many times can you screw a blonde ? i do n't know,0.7
70,"how many times can you screw a blonde ? i do n't know ,",0.8
70,"how many times can you screw a blonde ? i do n't know , how",0.8
70,"how many times can you screw a blonde ? i do n't know , how much",0.8
70,"how many times can you screw a blonde ? i do n't know , how much time",0.8
70,"how many times can you screw a blonde ? i do n't know , how much time you",0.9
70,"how many times can you screw a blonde ? i do n't know , how much time you got",0.9
70,"how many times can you screw a blonde ? i do n't know , how much time you got ?",1.0
71,She's,0.0
71,She's a,0.0
71,"She's a girl,",0.3
71,"She's a girl, of",0.4
71,"She's a girl, of course",0.5
71,"She's a girl, of course she",0.7
71,"She's a girl, of course she has",0.8
71,"She's a girl, of course she has mood",0.9
71,"She's a girl, of course she has mood swings.",1.0
72,Don’t,0.0
72,Don’t bully,0.0
72,Don’t bully people,0.0
72,Don’t bully people with,0.0
72,Don’t bully people with obesity!,0.0
72,Don’t bully people with obesity! I’m,0.0
72,Don’t bully people with obesity! I’m being,0.0
72,Don’t bully people with obesity! I’m being serious,0.3
72,"Don’t bully people with obesity! I’m being serious guys,",0.4
72,"Don’t bully people with obesity! I’m being serious guys, they",0.5
72,"Don’t bully people with obesity! I’m being serious guys, they already",0.6
72,"Don’t bully people with obesity! I’m being serious guys, they already have",0.6
72,"Don’t bully people with obesity! I’m being serious guys, they already have enough",0.7
72,"Don’t bully people with obesity! I’m being serious guys, they already have enough on",0.8
72,"Don’t bully people with obesity! I’m being serious guys, they already have enough on their",0.9
72,"Don’t bully people with obesity! I’m being serious guys, they already have enough on their pl8!",1.0
73,What’s,0.0
73,What’s the,0.0
73,What’s the difference,0.0
73,What’s the difference between,0.0
73,What’s the difference between Harry,0.0
73,What’s the difference between Harry Potter,0.0
73,What’s the difference between Harry Potter and,0.0
73,What’s the difference between Harry Potter and the,0.0
73,What’s the difference between Harry Potter and the Jews?,0.7
73,What’s the difference between Harry Potter and the Jews? Harry,0.7
73,What’s the difference between Harry Potter and the Jews? Harry was,0.8
73,What’s the difference between Harry Potter and the Jews? Harry was looking,0.8
73,What’s the difference between Harry Potter and the Jews? Harry was looking for,0.9
73,What’s the difference between Harry Potter and the Jews? Harry was looking for the,0.9
73,What’s the difference between Harry Potter and the Jews? Harry was looking for the chamber,1.0
74,What,0.0
74,What do,0.0
74,What do babies,0.0
74,What do babies and,0.0
74,What do babies and black,0.5
74,What do babies and black people,0.5
74,What do babies and black people have,0.6
74,What do babies and black people have in,0.6
74,What do babies and black people have in common?,0.7
74,What do babies and black people have in common? Theyre,0.7
74,What do babies and black people have in common? Theyre both,0.8
74,What do babies and black people have in common? Theyre both good,0.8
74,What do babies and black people have in common? Theyre both good for,0.9
74,What do babies and black people have in common? Theyre both good for target,0.9
74,What do babies and black people have in common? Theyre both good for target practice,1.0
75,i,0.0
75,i like,0.0
75,i like my,0.0
75,i like my women,0.5
75,i like my women the,0.5
75,i like my women the way,0.6
75,i like my women the way i,0.6
75,i like my women the way i like,0.7
75,i like my women the way i like my,0.7
75,i like my women the way i like my fish,0.7
75,i like my women the way i like my fish .,0.8
75,i like my women the way i like my fish . .,0.8
75,i like my women the way i like my fish . . .,0.9
75,i like my women the way i like my fish . . . battered,0.9
75,i like my women the way i like my fish . . . battered .,1.0
76,the,0.0
76,the organizational,0.0
76,the organizational and,0.0
76,the organizational and social,0.0
76,the organizational and social strategy,0.0
76,the organizational and social strategy of,0.0
76,the organizational and social strategy of 'dune,0.0
76,the organizational and social strategy of 'dune coon',0.0
76,the organizational and social strategy of 'dune coon' movements,0.0
76,the organizational and social strategy of 'dune coon' movements like,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the,0.0
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white,0.4
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master,0.4
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race,0.5
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in,0.5
76,the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual,0.6
76,"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space,",0.6
76,"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space, even",0.7
76,"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space, even if",0.7
76,"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space, even if we",0.8
76,"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space, even if we adjust",0.8
76,"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space, even if we adjust for",0.9
76,"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space, even if we adjust for contextual",0.9
76,"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space, even if we adjust for contextual differences.",1.0
77,Have,0.0
77,Have you,0.0
77,Have you ever,0.0
77,Have you ever had,0.0
77,Have you ever had Ethiopian,0.4
77,Have you ever had Ethiopian cuisine?,0.6
77,Have you ever had Ethiopian cuisine? Neither,0.7
77,Have you ever had Ethiopian cuisine? Neither have,0.9
77,Have you ever had Ethiopian cuisine? Neither have they.,1.0
78,I,0.0
78,I studied,0.0
78,I studied zoology,0.0
78,I studied zoology It,0.0
78,I studied zoology It helped,0.0
78,I studied zoology It helped me,0.0
78,I studied zoology It helped me better,0.0
78,I studied zoology It helped me better understand,0.0
78,I studied zoology It helped me better understand black,0.5
78,I studied zoology It helped me better understand black people,0.8
78,I studied zoology It helped me better understand black people and,0.8
78,I studied zoology It helped me better understand black people and their,0.9
78,I studied zoology It helped me better understand black people and their behavior,1.0
79,Check,0.0
79,Check out,0.0
79,Check out CBSN,0.0
79,Check out CBSN On,0.0
79,Check out CBSN On Assignment,0.0
79,Check out CBSN On Assignment on,0.0
79,Check out CBSN On Assignment on CBS,0.0
79,Check out CBSN On Assignment on CBS at,0.0
79,Check out CBSN On Assignment on CBS at 9pm,0.0
79,Check out CBSN On Assignment on CBS at 9pm they,0.0
79,Check out CBSN On Assignment on CBS at 9pm they are,0.0
79,Check out CBSN On Assignment on CBS at 9pm they are gonna,0.0
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell,0.0
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem,0.4
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids,0.4
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its,0.5
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not,0.5
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right,0.6
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to,0.6
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to cut,0.7
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to cut peoples,0.7
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to cut peoples heads,0.8
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to cut peoples heads off...,0.8
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to cut peoples heads off... could,0.9
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to cut peoples heads off... could be,0.9
79,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to cut peoples heads off... could be funny,1.0
80,Where,0.0
80,Where do,0.0
80,Where do jews,0.4
80,Where do jews go,0.5
80,Where do jews go when,0.6
80,Where do jews go when they,0.6
80,Where do jews go when they die?,0.7
80,Where do jews go when they die? Out,0.8
80,Where do jews go when they die? Out the,0.9
80,Where do jews go when they die? Out the chimney.,1.0
81,Black,0.0
81,Black people,0.6
81,Black people are,0.6
81,Black people are nothing,0.7
81,Black people are nothing like,0.7
81,Black people are nothing like monkeys,0.7
81,Black people are nothing like monkeys because,0.8
81,Black people are nothing like monkeys because at,0.8
81,Black people are nothing like monkeys because at least,0.8
81,Black people are nothing like monkeys because at least monkeys,0.8
81,Black people are nothing like monkeys because at least monkeys are,0.9
81,Black people are nothing like monkeys because at least monkeys are well,0.9
81,Black people are nothing like monkeys because at least monkeys are well behaved,1.0
82,If,0.0
82,If you,0.0
82,If you can,0.0
82,If you can keep,0.0
82,If you can keep your,0.0
82,If you can keep your head,0.0
82,If you can keep your head whilst,0.0
82,If you can keep your head whilst everyone,0.0
82,If you can keep your head whilst everyone else,0.0
82,If you can keep your head whilst everyone else around,0.0
82,If you can keep your head whilst everyone else around you,0.0
82,If you can keep your head whilst everyone else around you is,0.0
82,If you can keep your head whilst everyone else around you is losing,0.0
82,If you can keep your head whilst everyone else around you is losing their's...,0.0
82,If you can keep your head whilst everyone else around you is losing their's... Than,0.0
82,If you can keep your head whilst everyone else around you is losing their's... Than you're,0.0
82,If you can keep your head whilst everyone else around you is losing their's... Than you're probably,0.0
82,If you can keep your head whilst everyone else around you is losing their's... Than you're probably in,0.0
82,If you can keep your head whilst everyone else around you is losing their's... Than you're probably in an,0.0
82,If you can keep your head whilst everyone else around you is losing their's... Than you're probably in an Arabic,0.5
82,If you can keep your head whilst everyone else around you is losing their's... Than you're probably in an Arabic country,0.6
82,If you can keep your head whilst everyone else around you is losing their's... Than you're probably in an Arabic country fighting,0.8
82,If you can keep your head whilst everyone else around you is losing their's... Than you're probably in an Arabic country fighting for,0.9
82,If you can keep your head whilst everyone else around you is losing their's... Than you're probably in an Arabic country fighting for Isis.,1.0
83,Internment,0.0
83,Internment Camps,0.0
83,Internment Camps are,0.0
83,Internment Camps are a,0.0
83,Internment Camps are a good,0.0
83,Internment Camps are a good start,0.0
83,Internment Camps are a good start for,0.0
83,Internment Camps are a good start for all,0.0
83,Internment Camps are a good start for all illegals,0.0
83,Internment Camps are a good start for all illegals and,0.0
83,Internment Camps are a good start for all illegals and muslims.....Round,0.7
83,Internment Camps are a good start for all illegals and muslims.....Round Ups,0.9
83,Internment Camps are a good start for all illegals and muslims.....Round Ups immediately,1.0
84,Too,0.0
84,Too bad,0.0
84,Too bad they,0.0
84,Too bad they won't,0.0
84,Too bad they won't take,0.0
84,Too bad they won't take you!,0.0
84,Too bad they won't take you! @the_CRISPY_man,0.0
84,Too bad they won't take you! @the_CRISPY_man Call,0.0
84,Too bad they won't take you! @the_CRISPY_man Call me,0.0
84,Too bad they won't take you! @the_CRISPY_man Call me sexist,0.4
84,Too bad they won't take you! @the_CRISPY_man Call me sexist all,0.4
84,Too bad they won't take you! @the_CRISPY_man Call me sexist all you,0.5
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want,",0.5
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but",0.5
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll",0.6
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take",0.6
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a",0.6
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman",0.6
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who",0.7
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can",0.7
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook",0.7
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over",0.8
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one",0.8
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who",0.8
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who can't",0.9
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY",0.9
84,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY DAY",1.0
85,Women,0.0
85,Women deserve,0.0
85,Women deserve equal,0.0
85,Women deserve equal rights.,0.0
85,Women deserve equal rights. And,0.0
85,Women deserve equal rights. And Other,0.0
85,Women deserve equal rights. And Other Hilarious,0.4
85,Women deserve equal rights. And Other Hilarious Jokes,0.5
85,Women deserve equal rights. And Other Hilarious Jokes You,0.6
85,Women deserve equal rights. And Other Hilarious Jokes You Can,0.8
85,Women deserve equal rights. And Other Hilarious Jokes You Can Tell,0.9
85,Women deserve equal rights. And Other Hilarious Jokes You Can Tell Yourself,1.0
86,After,0.0
86,After watching,0.0
86,After watching the,0.0
86,After watching the clip,0.0
86,After watching the clip on,0.0
86,"After watching the clip on ""Mansplaining""",0.2
86,"After watching the clip on ""Mansplaining"" I",0.3
86,"After watching the clip on ""Mansplaining"" I would",0.3
86,"After watching the clip on ""Mansplaining"" I would like",0.4
86,"After watching the clip on ""Mansplaining"" I would like to",0.4
86,"After watching the clip on ""Mansplaining"" I would like to introduce",0.5
86,"After watching the clip on ""Mansplaining"" I would like to introduce the",0.6
86,"After watching the clip on ""Mansplaining"" I would like to introduce the term",0.6
86,"After watching the clip on ""Mansplaining"" I would like to introduce the term ""Vaginapology""",0.7
86,"After watching the clip on ""Mansplaining"" I would like to introduce the term ""Vaginapology"" I",0.7
86,"After watching the clip on ""Mansplaining"" I would like to introduce the term ""Vaginapology"" I believe",0.8
86,"After watching the clip on ""Mansplaining"" I would like to introduce the term ""Vaginapology"" I believe this",0.8
86,"After watching the clip on ""Mansplaining"" I would like to introduce the term ""Vaginapology"" I believe this is",0.9
86,"After watching the clip on ""Mansplaining"" I would like to introduce the term ""Vaginapology"" I believe this is self-explanatory.",1.0
87,So,0.0
87,So I,0.0
87,So I guess,0.0
87,So I guess women,0.3
87,So I guess women are,0.4
87,So I guess women are now,0.4
87,So I guess women are now being,0.4
87,So I guess women are now being promoted,0.5
87,So I guess women are now being promoted to,0.6
87,So I guess women are now being promoted to the,0.6
87,So I guess women are now being promoted to the level,0.6
87,So I guess women are now being promoted to the level of,0.7
87,So I guess women are now being promoted to the level of the,0.8
87,So I guess women are now being promoted to the level of the Jews:as,0.8
87,So I guess women are now being promoted to the level of the Jews:as long,0.8
87,So I guess women are now being promoted to the level of the Jews:as long as,0.8
87,So I guess women are now being promoted to the level of the Jews:as long as one,0.8
87,So I guess women are now being promoted to the level of the Jews:as long as one says,0.8
87,So I guess women are now being promoted to the level of the Jews:as long as one says something,0.8
87,So I guess women are now being promoted to the level of the Jews:as long as one says something happened,0.8
87,So I guess women are now being promoted to the level of the Jews:as long as one says something happened we,0.8
87,So I guess women are now being promoted to the level of the Jews:as long as one says something happened we have,0.8
